name,key,country,value,year,units,row_idx,col_idx,source_model,source_image,source
Sales revenue,Volkswagen Group,Worldwide,324656,2024,€ million,0,1,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar24_page_045_table_00_kpis.json
Sales revenue,Volkswagen Group,Worldwide,322284,2023,€ million,0,2,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar24_page_045_table_00_kpis.json
Sales revenue,Automotive,Worldwide,265887,2024,€ million,0,3,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar24_page_045_table_00_kpis.json
Sales revenue,Automotive,Worldwide,268156,2023,€ million,0,4,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar24_page_045_table_00_kpis.json
Sales revenue,Financial Services,Worldwide,58769,2024,€ million,0,5,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar24_page_045_table_00_kpis.json
Sales revenue,Financial Services,Worldwide,54128,2023,€ million,0,6,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar24_page_045_table_00_kpis.json
Cost of sales,Volkswagen Group,Worldwide,-265184,2024,€ million,1,1,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar24_page_045_table_00_kpis.json
Cost of sales,Volkswagen Group,Worldwide,-261299,2023,€ million,1,2,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar24_page_045_table_00_kpis.json
Cost of sales,Automotive,Worldwide,-214470,2024,€ million,1,3,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar24_page_045_table_00_kpis.json
Cost of sales,Automotive,Worldwide,-215033,2023,€ million,1,4,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar24_page_045_table_00_kpis.json
Cost of sales,Financial Services,Worldwide,-50714,2024,€ million,1,5,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar24_page_045_table_00_kpis.json
Cost of sales,Financial Services,Worldwide,-46266,2023,€ million,1,6,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar24_page_045_table_00_kpis.json
Gross profit,Volkswagen Group,Worldwide,59472,2024,€ million,2,1,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar24_page_045_table_00_kpis.json
Gross profit,Volkswagen Group,Worldwide,60985,2023,€ million,2,2,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar24_page_045_table_00_kpis.json
Gross profit,Automotive,Worldwide,51417,2024,€ million,2,3,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar24_page_045_table_00_kpis.json
Gross profit,Automotive,Worldwide,53123,2023,€ million,2,4,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar24_page_045_table_00_kpis.json
Gross profit,Financial Services,Worldwide,8055,2024,€ million,2,5,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar24_page_045_table_00_kpis.json
Gross profit,Financial Services,Worldwide,7862,2023,€ million,2,6,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar24_page_045_table_00_kpis.json
Distribution expenses,Volkswagen Group,Worldwide,-22320,2024,€ million,3,1,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar24_page_045_table_00_kpis.json
Distribution expenses,Volkswagen Group,Worldwide,-21345,2023,€ million,3,2,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar24_page_045_table_00_kpis.json
Distribution expenses,Automotive,Worldwide,-21124,2024,€ million,3,3,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar24_page_045_table_00_kpis.json
Distribution expenses,Automotive,Worldwide,-20310,2023,€ million,3,4,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar24_page_045_table_00_kpis.json
Distribution expenses,Financial Services,Worldwide,-1196,2024,€ million,3,5,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar24_page_045_table_00_kpis.json
Distribution expenses,Financial Services,Worldwide,-1035,2023,€ million,3,6,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar24_page_045_table_00_kpis.json
Administrative expenses,Volkswagen Group,Worldwide,-12754,2024,€ million,4,1,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar24_page_045_table_00_kpis.json
Administrative expenses,Volkswagen Group,Worldwide,-12729,2023,€ million,4,2,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar24_page_045_table_00_kpis.json
Administrative expenses,Automotive,Worldwide,-10225,2024,€ million,4,3,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar24_page_045_table_00_kpis.json
