name,key,country,value,year,units,row_idx,col_idx,source_model,source_image,source
noncurrent assets,Volkswagen Group,Worldwide,236548,2015,€ million,0,1,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/management_report_vw_ar15_page_071_table_00_kpis.json
noncurrent assets,Volkswagen Group,Worldwide,220106,2014,€ million,0,2,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/management_report_vw_ar15_page_071_table_00_kpis.json
noncurrent assets,Automotive,Worldwide,132812,2015,€ million,0,3,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/management_report_vw_ar15_page_071_table_00_kpis.json
noncurrent assets,Automotive,Worldwide,128231,2014,€ million,0,4,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/management_report_vw_ar15_page_071_table_00_kpis.json
noncurrent assets,Financial Services,Worldwide,103736,2015,€ million,0,5,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/management_report_vw_ar15_page_071_table_00_kpis.json
noncurrent assets,Financial Services,Worldwide,91875,2014,€ million,0,6,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/management_report_vw_ar15_page_071_table_00_kpis.json
intangible assets,Volkswagen Group,Worldwide,61147,2015,€ million,1,1,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/management_report_vw_ar15_page_071_table_00_kpis.json
intangible assets,Volkswagen Group,Worldwide,59935,2014,€ million,1,2,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/management_report_vw_ar15_page_071_table_00_kpis.json
intangible assets,Automotive,Worldwide,60918,2015,€ million,1,3,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/management_report_vw_ar15_page_071_table_00_kpis.json
intangible assets,Automotive,Worldwide,59697,2014,€ million,1,4,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/management_report_vw_ar15_page_071_table_00_kpis.json
intangible assets,Financial Services,Worldwide,228,2015,€ million,1,5,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/management_report_vw_ar15_page_071_table_00_kpis.json
intangible assets,Financial Services,Worldwide,237,2014,€ million,1,6,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/management_report_vw_ar15_page_071_table_00_kpis.json
"property, plant and equipment",Volkswagen Group,Worldwide,50171,2015,€ million,2,1,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/management_report_vw_ar15_page_071_table_00_kpis.json
"property, plant and equipment",Volkswagen Group,Worldwide,46169,2014,€ million,2,2,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/management_report_vw_ar15_page_071_table_00_kpis.json
"property, plant and equipment",Automotive,Worldwide,47768,2015,€ million,2,3,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/management_report_vw_ar15_page_071_table_00_kpis.json
"property, plant and equipment",Automotive,Worldwide,44080,2014,€ million,2,4,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/management_report_vw_ar15_page_071_table_00_kpis.json
"property, plant and equipment",Financial Services,Worldwide,2403,2015,€ million,2,5,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/management_report_vw_ar15_page_071_table_00_kpis.json
"property, plant and equipment",Financial Services,Worldwide,2089,2014,€ million,2,6,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/management_report_vw_ar15_page_071_table_00_kpis.json
lease assets,Volkswagen Group,Worldwide,33173,2015,€ million,3,1,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/management_report_vw_ar15_page_071_table_00_kpis.json
lease assets,Volkswagen Group,Worldwide,27585,2014,€ million,3,2,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/management_report_vw_ar15_page_071_table_00_kpis.json
lease assets,Automotive,Worldwide,2931,2015,€ million,3,3,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/management_report_vw_ar15_page_071_table_00_kpis.json
lease assets,Automotive,Worldwide,2815,2014,€ million,3,4,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/management_report_vw_ar15_page_071_table_00_kpis.json
lease assets,Financial Services,Worldwide,30242,2015,€ million,3,5,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/management_report_vw_ar15_page_071_table_00_kpis.json
lease assets,Financial Services,Worldwide,24770,2014,€ million,3,6,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/management_report_vw_ar15_page_071_table_00_kpis.json
financial services receivables,Volkswagen Group,Worldwide,63185,2015,€ million,4,1,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/management_report_vw_ar15_page_071_table_00_kpis.json
