name,key,country,value,year,units,row_idx,col_idx,source_model,source_image,source
sales,Volkswagen AG,Worldwide,70917,2021,€ million,0,1,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/management-report-vw-ar21_page_049_table_00_kpis.json
sales,Volkswagen AG,Worldwide,67535,2020,€ million,0,2,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/management-report-vw-ar21_page_049_table_00_kpis.json
cost of sales,Volkswagen AG,Worldwide,-67424,2021,€ million,1,1,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/management-report-vw-ar21_page_049_table_00_kpis.json
cost of sales,Volkswagen AG,Worldwide,-63418,2020,€ million,1,2,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/management-report-vw-ar21_page_049_table_00_kpis.json
gross profit on sales,Volkswagen AG,Worldwide,3494,2021,€ million,2,1,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/management-report-vw-ar21_page_049_table_00_kpis.json
gross profit on sales,Volkswagen AG,Worldwide,4117,2020,€ million,2,2,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/management-report-vw-ar21_page_049_table_00_kpis.json
"distribution, general and administrative expenses",Volkswagen AG,Worldwide,-6973,2021,€ million,3,1,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/management-report-vw-ar21_page_049_table_00_kpis.json
"distribution, general and administrative expenses",Volkswagen AG,Worldwide,-7269,2020,€ million,3,2,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/management-report-vw-ar21_page_049_table_00_kpis.json
net other operating result,Volkswagen AG,Worldwide,66,2021,€ million,4,1,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/management-report-vw-ar21_page_049_table_00_kpis.json
net other operating result,Volkswagen AG,Worldwide,398,2020,€ million,4,2,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/management-report-vw-ar21_page_049_table_00_kpis.json
financial result,Volkswagen AG,Worldwide,8545,2021,€ million,5,1,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/management-report-vw-ar21_page_049_table_00_kpis.json
financial result,Volkswagen AG,Worldwide,9787,2020,€ million,5,2,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/management-report-vw-ar21_page_049_table_00_kpis.json
taxes on income,Volkswagen AG,Worldwide,-1091,2021,€ million,6,1,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/management-report-vw-ar21_page_049_table_00_kpis.json
taxes on income,Volkswagen AG,Worldwide,-693,2020,€ million,6,2,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/management-report-vw-ar21_page_049_table_00_kpis.json
earnings after tax,Volkswagen AG,Worldwide,4041,2021,€ million,7,1,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/management-report-vw-ar21_page_049_table_00_kpis.json
earnings after tax,Volkswagen AG,Worldwide,6338,2020,€ million,7,2,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/management-report-vw-ar21_page_049_table_00_kpis.json
net income for the fiscal year,Volkswagen AG,Worldwide,4041,2021,€ million,8,1,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/management-report-vw-ar21_page_049_table_00_kpis.json
net income for the fiscal year,Volkswagen AG,Worldwide,6338,2020,€ million,8,2,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/management-report-vw-ar21_page_049_table_00_kpis.json
retained profits brought forward,Volkswagen AG,Worldwide,1609,2021,€ million,9,1,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/management-report-vw-ar21_page_049_table_00_kpis.json
retained profits brought forward,Volkswagen AG,Worldwide,855,2020,€ million,9,2,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/management-report-vw-ar21_page_049_table_00_kpis.json
release of/appropriation to revenue reserves,Volkswagen AG,Worldwide,13450,2021,€ million,10,1,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/management-report-vw-ar21_page_049_table_00_kpis.json
release of/appropriation to revenue reserves,Volkswagen AG,Worldwide,-3165,2020,€ million,10,2,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/management-report-vw-ar21_page_049_table_00_kpis.json
net retained profits,Volkswagen AG,Worldwide,19101,2021,€ million,11,1,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/management-report-vw-ar21_page_049_table_00_kpis.json
net retained profits,Volkswagen AG,Worldwide,4028,2020,€ million,11,2,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/management-report-vw-ar21_page_049_table_00_kpis.json
