name,key,country,value,year,units,row_idx,col_idx,source_model,source_image,source
Operating Expenditure,Taxonomy-eligible activities,Worldwide,13120,2023,€ million,0,1,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar23_page_117_table_00_kpis.json
Operating Expenditure,Taxonomy-eligible activities,Worldwide,98.9,2023,%,0,2,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar23_page_117_table_00_kpis.json
Substantial Contribution to Climate Change Mitigation,Taxonomy-eligible activities,Worldwide,5834,2023,€ million,0,3,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar23_page_117_table_00_kpis.json
Substantial Contribution to Climate Change Mitigation,Taxonomy-eligible activities,Worldwide,44.0,2023,%,0,4,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar23_page_117_table_00_kpis.json
Taxonomy-aligned Operating Expenditure,Taxonomy-eligible activities,Worldwide,5807,2023,€ million,0,7,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar23_page_117_table_00_kpis.json
Taxonomy-aligned Operating Expenditure,Taxonomy-eligible activities,Worldwide,43.8,2023,%,0,8,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar23_page_117_table_00_kpis.json
Operating Expenditure,Manufacture of low-carbon technologies for transport,Worldwide,12893,2023,€ million,2,1,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar23_page_117_table_00_kpis.json
Operating Expenditure,Manufacture of low-carbon technologies for transport,Worldwide,97.2,2023,%,2,2,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar23_page_117_table_00_kpis.json
Substantial Contribution to Climate Change Mitigation,Manufacture of low-carbon technologies for transport,Worldwide,5764,2023,€ million,2,3,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar23_page_117_table_00_kpis.json
Substantial Contribution to Climate Change Mitigation,Manufacture of low-carbon technologies for transport,Worldwide,43.5,2023,%,2,4,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar23_page_117_table_00_kpis.json
Taxonomy-aligned Operating Expenditure,Manufacture of low-carbon technologies for transport,Worldwide,5737,2023,€ million,2,7,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar23_page_117_table_00_kpis.json
Taxonomy-aligned Operating Expenditure,Manufacture of low-carbon technologies for transport,Worldwide,43.2,2023,%,2,8,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar23_page_117_table_00_kpis.json
Operating Expenditure,Manufacture of equipment for the production and use of hydrogen,Worldwide,9,2023,€ million,5,1,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar23_page_117_table_00_kpis.json
Operating Expenditure,Manufacture of equipment for the production and use of hydrogen,Worldwide,0.1,2023,%,5,2,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar23_page_117_table_00_kpis.json
Substantial Contribution to Climate Change Mitigation,Manufacture of equipment for the production and use of hydrogen,Worldwide,9,2023,€ million,5,3,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar23_page_117_table_00_kpis.json
Substantial Contribution to Climate Change Mitigation,Manufacture of equipment for the production and use of hydrogen,Worldwide,0.1,2023,%,5,4,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar23_page_117_table_00_kpis.json
Taxonomy-aligned Operating Expenditure,Manufacture of equipment for the production and use of hydrogen,Worldwide,9,2023,€ million,5,7,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar23_page_117_table_00_kpis.json
Taxonomy-aligned Operating Expenditure,Manufacture of equipment for the production and use of hydrogen,Worldwide,0.1,2023,%,5,8,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar23_page_117_table_00_kpis.json
Operating Expenditure,Manufacture of other low-carbon technologies,Worldwide,219,2023,€ million,6,1,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar23_page_117_table_00_kpis.json
Operating Expenditure,Manufacture of other low-carbon technologies,Worldwide,1.6,2023,%,6,2,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar23_page_117_table_00_kpis.json
Substantial Contribution to Climate Change Mitigation,Manufacture of other low-carbon technologies,Worldwide,61,2023,€ million,6,3,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar23_page_117_table_00_kpis.json
Substantial Contribution to Climate Change Mitigation,Manufacture of other low-carbon technologies,Worldwide,0.5,2023,%,6,4,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar23_page_117_table_00_kpis.json
Taxonomy-aligned Operating Expenditure,Manufacture of other low-carbon technologies,Worldwide,61,2023,€ million,6,7,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar23_page_117_table_00_kpis.json
