name,key,country,value,year,units,row_idx,col_idx,source_model,source_image,source
Sales revenue,Volkswagen Group,Worldwide,279232,2022,€ million,0,1,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar22_page_047_table_00_kpis.json
Sales revenue,Volkswagen Group,Worldwide,250200,2021,€ million,0,2,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar22_page_047_table_00_kpis.json
Sales revenue,Automotive,Worldwide,232385,2022,€ million,0,3,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar22_page_047_table_00_kpis.json
Sales revenue,Automotive,Worldwide,206237,2021,€ million,0,4,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar22_page_047_table_00_kpis.json
Sales revenue,Financial Services,Worldwide,46847,2022,€ million,0,5,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar22_page_047_table_00_kpis.json
Sales revenue,Financial Services,Worldwide,43963,2021,€ million,0,6,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar22_page_047_table_00_kpis.json
Cost of sales,Volkswagen Group,Worldwide,-227005,2022,€ million,1,1,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar22_page_047_table_00_kpis.json
Cost of sales,Volkswagen Group,Worldwide,-202959,2021,€ million,1,2,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar22_page_047_table_00_kpis.json
Cost of sales,Automotive,Worldwide,-189567,2022,€ million,1,3,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar22_page_047_table_00_kpis.json
Cost of sales,Automotive,Worldwide,-167645,2021,€ million,1,4,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar22_page_047_table_00_kpis.json
Cost of sales,Financial Services,Worldwide,-37437,2022,€ million,1,5,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar22_page_047_table_00_kpis.json
Cost of sales,Financial Services,Worldwide,-35314,2021,€ million,1,6,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar22_page_047_table_00_kpis.json
Gross profit,Volkswagen Group,Worldwide,52228,2022,€ million,2,1,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar22_page_047_table_00_kpis.json
Gross profit,Volkswagen Group,Worldwide,47241,2021,€ million,2,2,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar22_page_047_table_00_kpis.json
Gross profit,Automotive,Worldwide,42818,2022,€ million,2,3,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar22_page_047_table_00_kpis.json
Gross profit,Automotive,Worldwide,38592,2021,€ million,2,4,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar22_page_047_table_00_kpis.json
Gross profit,Financial Services,Worldwide,9410,2022,€ million,2,5,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar22_page_047_table_00_kpis.json
Gross profit,Financial Services,Worldwide,8649,2021,€ million,2,6,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar22_page_047_table_00_kpis.json
Distribution expenses,Volkswagen Group,Worldwide,-19840,2022,€ million,3,1,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar22_page_047_table_00_kpis.json
Distribution expenses,Volkswagen Group,Worldwide,-19228,2021,€ million,3,2,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar22_page_047_table_00_kpis.json
Distribution expenses,Automotive,Worldwide,-18794,2022,€ million,3,3,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar22_page_047_table_00_kpis.json
Distribution expenses,Automotive,Worldwide,-18068,2021,€ million,3,4,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar22_page_047_table_00_kpis.json
Distribution expenses,Financial Services,Worldwide,-1046,2022,€ million,3,5,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar22_page_047_table_00_kpis.json
Distribution expenses,Financial Services,Worldwide,-1160,2021,€ million,3,6,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar22_page_047_table_00_kpis.json
Administrative expenses,Volkswagen Group,Worldwide,-11689,2022,€ million,4,1,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar22_page_047_table_00_kpis.json
Administrative expenses,Volkswagen Group,Worldwide,-10420,2021,€ million,4,2,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar22_page_047_table_00_kpis.json
Administrative expenses,Automotive,Worldwide,-9074,2022,€ million,4,3,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar22_page_047_table_00_kpis.json
Administrative expenses,Automotive,Worldwide,-7964,2021,€ million,4,4,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar22_page_047_table_00_kpis.json
Administrative expenses,Financial Services,Worldwide,-2616,2022,€ million,4,5,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar22_page_047_table_00_kpis.json
Administrative expenses,Financial Services,Worldwide,-2456,2021,€ million,4,6,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar22_page_047_table_00_kpis.json
Net other operating result,Volkswagen Group,Worldwide,1426,2022,€ million,5,1,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar22_page_047_table_00_kpis.json
Net other operating result,Volkswagen Group,Worldwide,1682,2021,€ million,5,2,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar22_page_047_table_00_kpis.json
Net other operating result,Automotive,Worldwide,1518,2022,€ million,5,3,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar22_page_047_table_00_kpis.json
Net other operating result,Automotive,Worldwide,670,2021,€ million,5,4,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar22_page_047_table_00_kpis.json
Net other operating result,Financial Services,Worldwide,-92,2022,€ million,5,5,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar22_page_047_table_00_kpis.json
Net other operating result,Financial Services,Worldwide,1012,2021,€ million,5,6,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar22_page_047_table_00_kpis.json
Operating result,Volkswagen Group,Worldwide,22124,2022,€ million,6,1,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar22_page_047_table_00_kpis.json
