name,key,country,value,year,units,row_idx,col_idx,source_model,source_image,source
Sales revenue,Volkswagen Group,Worldwide,322284,2023,€ million,0,1,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar23_page_044_table_00_kpis.json
Sales revenue,Volkswagen Group,Worldwide,279050,2022,€ million,0,2,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar23_page_044_table_00_kpis.json
Sales revenue,Automotive,Worldwide,268156,2023,€ million,0,3,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar23_page_044_table_00_kpis.json
Sales revenue,Automotive,Worldwide,232392,2022,€ million,0,4,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar23_page_044_table_00_kpis.json
Sales revenue,Financial Services,Worldwide,54128,2023,€ million,0,5,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar23_page_044_table_00_kpis.json
Sales revenue,Financial Services,Worldwide,46657,2022,€ million,0,6,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar23_page_044_table_00_kpis.json
Cost of sales,Volkswagen Group,Worldwide,-261262,2023,€ million,1,1,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar23_page_044_table_00_kpis.json
Cost of sales,Volkswagen Group,Worldwide,-226866,2022,€ million,1,2,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar23_page_044_table_00_kpis.json
Cost of sales,Automotive,Worldwide,-214996,2023,€ million,1,3,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar23_page_044_table_00_kpis.json
Cost of sales,Automotive,Worldwide,-189572,2022,€ million,1,4,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar23_page_044_table_00_kpis.json
Cost of sales,Financial Services,Worldwide,-46266,2023,€ million,1,5,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar23_page_044_table_00_kpis.json
Cost of sales,Financial Services,Worldwide,-37294,2022,€ million,1,6,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar23_page_044_table_00_kpis.json
Gross profit,Volkswagen Group,Worldwide,61022,2023,€ million,2,1,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar23_page_044_table_00_kpis.json
Gross profit,Volkswagen Group,Worldwide,52184,2022,€ million,2,2,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar23_page_044_table_00_kpis.json
Gross profit,Automotive,Worldwide,53160,2023,€ million,2,3,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar23_page_044_table_00_kpis.json
Gross profit,Automotive,Worldwide,42820,2022,€ million,2,4,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar23_page_044_table_00_kpis.json
Gross profit,Financial Services,Worldwide,7862,2023,€ million,2,5,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar23_page_044_table_00_kpis.json
Gross profit,Financial Services,Worldwide,9363,2022,€ million,2,6,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar23_page_044_table_00_kpis.json
Distribution expenses,Volkswagen Group,Worldwide,-21340,2023,€ million,3,1,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar23_page_044_table_00_kpis.json
Distribution expenses,Volkswagen Group,Worldwide,-19840,2022,€ million,3,2,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar23_page_044_table_00_kpis.json
Distribution expenses,Automotive,Worldwide,-20308,2023,€ million,3,3,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar23_page_044_table_00_kpis.json
Distribution expenses,Automotive,Worldwide,-18794,2022,€ million,3,4,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar23_page_044_table_00_kpis.json
