name,key,country,value,year,units,row_idx,col_idx,source_model,source_image,source
appropriation of funds to shareholders,Volkswagen Group,Worldwide,1015,2016,€ million,0,1,Qwen2.5-VL-72B-Instruct,table_01.png,divisions-vw-ar23/management_report_vw_ar16_page_083_table_01_kpis.json
appropriation of funds to shareholders,Volkswagen Group,Worldwide,68,2015,€ million,0,3,Qwen2.5-VL-72B-Instruct,table_01.png,divisions-vw-ar23/management_report_vw_ar16_page_083_table_01_kpis.json
appropriation of funds to employees,Volkswagen Group,Worldwide,37017,2016,€ million,1,1,Qwen2.5-VL-72B-Instruct,table_01.png,divisions-vw-ar23/management_report_vw_ar16_page_083_table_01_kpis.json
appropriation of funds to employees,Volkswagen Group,Worldwide,36268,2015,€ million,1,3,Qwen2.5-VL-72B-Instruct,table_01.png,divisions-vw-ar23/management_report_vw_ar16_page_083_table_01_kpis.json
appropriation of funds to the state,Volkswagen Group,Worldwide,3486,2016,€ million,2,1,Qwen2.5-VL-72B-Instruct,table_01.png,divisions-vw-ar23/management_report_vw_ar16_page_083_table_01_kpis.json
appropriation of funds to the state,Volkswagen Group,Worldwide,3033,2015,€ million,2,3,Qwen2.5-VL-72B-Instruct,table_01.png,divisions-vw-ar23/management_report_vw_ar16_page_083_table_01_kpis.json
appropriation of funds to creditors,Volkswagen Group,Worldwide,4070,2016,€ million,3,1,Qwen2.5-VL-72B-Instruct,table_01.png,divisions-vw-ar23/management_report_vw_ar16_page_083_table_01_kpis.json
appropriation of funds to creditors,Volkswagen Group,Worldwide,3472,2015,€ million,3,3,Qwen2.5-VL-72B-Instruct,table_01.png,divisions-vw-ar23/management_report_vw_ar16_page_083_table_01_kpis.json
appropriation of funds to the Company,Volkswagen Group,Worldwide,4365,2016,€ million,4,1,Qwen2.5-VL-72B-Instruct,table_01.png,divisions-vw-ar23/management_report_vw_ar16_page_083_table_01_kpis.json
appropriation of funds to the Company,Volkswagen Group,Worldwide,-1428,2015,€ million,4,3,Qwen2.5-VL-72B-Instruct,table_01.png,divisions-vw-ar23/management_report_vw_ar16_page_083_table_01_kpis.json
value added,Volkswagen Group,Worldwide,49953,2016,€ million,5,1,Qwen2.5-VL-72B-Instruct,table_01.png,divisions-vw-ar23/management_report_vw_ar16_page_083_table_01_kpis.json
value added,Volkswagen Group,Worldwide,41413,2015,€ million,5,3,Qwen2.5-VL-72B-Instruct,table_01.png,divisions-vw-ar23/management_report_vw_ar16_page_083_table_01_kpis.json
