name,key,country,value,year,units,row_idx,col_idx,source_model,source_image,source
Noncurrent assets,Volkswagen Group,Worldwide,328261,2021,€ million,0,1,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/management-report-vw-ar21_page_044_table_00_kpis.json
Noncurrent assets,Volkswagen Group,Worldwide,302170,2020,€ million,0,2,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/management-report-vw-ar21_page_044_table_00_kpis.json
Noncurrent assets,Automotive,Worldwide,170391,2021,€ million,0,3,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/management-report-vw-ar21_page_044_table_00_kpis.json
Noncurrent assets,Automotive,Worldwide,156861,2020,€ million,0,4,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/management-report-vw-ar21_page_044_table_00_kpis.json
Noncurrent assets,Financial Services,Worldwide,157871,2021,€ million,0,5,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/management-report-vw-ar21_page_044_table_00_kpis.json
Noncurrent assets,Financial Services,Worldwide,145309,2020,€ million,0,6,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/management-report-vw-ar21_page_044_table_00_kpis.json
Intangible assets,Volkswagen Group,Worldwide,77689,2021,€ million,1,1,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/management-report-vw-ar21_page_044_table_00_kpis.json
Intangible assets,Volkswagen Group,Worldwide,67968,2020,€ million,1,2,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/management-report-vw-ar21_page_044_table_00_kpis.json
Intangible assets,Automotive,Worldwide,77290,2021,€ million,1,3,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/management-report-vw-ar21_page_044_table_00_kpis.json
Intangible assets,Automotive,Worldwide,67781,2020,€ million,1,4,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/management-report-vw-ar21_page_044_table_00_kpis.json
Intangible assets,Financial Services,Worldwide,399,2021,€ million,1,5,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/management-report-vw-ar21_page_044_table_00_kpis.json
"Property, plant and equipment",Volkswagen Group,Worldwide,63695,2021,€ million,2,1,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/management-report-vw-ar21_page_044_table_00_kpis.json
"Property, plant and equipment",Volkswagen Group,Worldwide,63884,2020,€ million,2,2,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/management-report-vw-ar21_page_044_table_00_kpis.json
"Property, plant and equipment",Automotive,Worldwide,62684,2021,€ million,2,3,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/management-report-vw-ar21_page_044_table_00_kpis.json
"Property, plant and equipment",Automotive,Worldwide,62807,2020,€ million,2,4,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/management-report-vw-ar21_page_044_table_00_kpis.json
"Property, plant and equipment",Financial Services,Worldwide,1011,2021,€ million,2,5,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/management-report-vw-ar21_page_044_table_00_kpis.json
"Property, plant and equipment",Financial Services,Worldwide,1077,2020,€ million,2,6,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/management-report-vw-ar21_page_044_table_00_kpis.json
