name,key,country,value,year,units,row_idx,col_idx,source_model,source_image,source
Operating Expenses,Manufacture of low-carbon technologies for transport,Worldwide,5737,2023,€ million,0,3,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar23_page_121_table_00_kpis.json
Proportion of OpEx,Manufacture of low-carbon technologies for transport,Worldwide,43.2,2023,%,0,4,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar23_page_121_table_00_kpis.json
Operating Expenses,Manufacture of equipment for the production and use of hydrogen,Worldwide,9,2023,€ million,1,3,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar23_page_121_table_00_kpis.json
Proportion of OpEx,Manufacture of equipment for the production and use of hydrogen,Worldwide,0.1,2023,%,1,4,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar23_page_121_table_00_kpis.json
Operating Expenses,Manufacture of other low-carbon technologies,Worldwide,61,2023,€ million,2,3,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar23_page_121_table_00_kpis.json
Proportion of OpEx,Manufacture of other low-carbon technologies,Worldwide,0.5,2023,%,2,4,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar23_page_121_table_00_kpis.json
Operating Expenses,OpEx from environmentally sustainable activities (taxonomy-aligned),Worldwide,5807,2023,€ million,3,3,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar23_page_121_table_00_kpis.json
Proportion of OpEx,OpEx from environmentally sustainable activities (taxonomy-aligned),Worldwide,43.8,2023,%,3,4,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar23_page_121_table_00_kpis.json
Operating Expenses,Of which enabling activities,Worldwide,5807,2023,€ million,4,3,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar23_page_121_table_00_kpis.json
Proportion of OpEx,Of which enabling activities,Worldwide,43.8,2023,%,4,4,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar23_page_121_table_00_kpis.json
Operating Expenses,Manufacture of low-carbon technologies for transport,Worldwide,7156,2023,€ million,6,3,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar23_page_121_table_00_kpis.json
Proportion of OpEx,Manufacture of low-carbon technologies for transport,Worldwide,53.9,2023,%,6,4,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar23_page_121_table_00_kpis.json
Operating Expenses,Manufacture of other low-carbon technologies,Worldwide,158,2023,€ million,7,3,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar23_page_121_table_00_kpis.json
Proportion of OpEx,Manufacture of other low-carbon technologies,Worldwide,1.2,2023,%,7,4,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar23_page_121_table_00_kpis.json
Operating Expenses,OpEx from taxonomy-eligible but not environmentally sustainable activities,Worldwide,7314,2023,€ million,8,3,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar23_page_121_table_00_kpis.json
Proportion of OpEx,OpEx from taxonomy-eligible but not environmentally sustainable activities,Worldwide,55.1,2023,%,8,4,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar23_page_121_table_00_kpis.json
Operating Expenses,OpEx from taxonomy-eligible activities,Worldwide,13120,2023,€ million,9,3,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar23_page_121_table_00_kpis.json
Proportion of OpEx,OpEx from taxonomy-eligible activities,Worldwide,98.9,2023,%,9,4,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar23_page_121_table_00_kpis.json
Operating Expenses,OpEx from activities that are not taxonomy-eligible,Worldwide,145,2023,€ million,10,3,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar23_page_121_table_00_kpis.json
Proportion of OpEx,OpEx from activities that are not taxonomy-eligible,Worldwide,1.1,2023,%,10,4,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar23_page_121_table_00_kpis.json
Operating Expenses,Total,Worldwide,13265,2023,€ million,11,3,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar23_page_121_table_00_kpis.json
Proportion of OpEx,Total,Worldwide,100.0,2023,%,11,4,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar23_page_121_table_00_kpis.json
