name,key,country,value,year,units,row_idx,col_idx,source_model,source_image,source
Sales revenue,Passenger Cars and Light Commercial Vehicles,Worldwide,210371,2022,€ million,0,1,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar22_page_043_table_00_kpis.json
Sales revenue,Commercial Vehicles,Worldwide,39516,2022,€ million,0,2,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar22_page_043_table_00_kpis.json
Sales revenue,Power Engineering,Worldwide,3565,2022,€ million,0,3,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar22_page_043_table_00_kpis.json
Sales revenue,Financial Services,Worldwide,46847,2022,€ million,0,4,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar22_page_043_table_00_kpis.json
Sales revenue,Total segments,Worldwide,300299,2022,€ million,0,5,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar22_page_043_table_00_kpis.json
Sales revenue,Reconciliation,Worldwide,-21067,2022,€ million,0,6,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar22_page_043_table_00_kpis.json
Sales revenue,Volkswagen Group,Worldwide,279232,2022,€ million,0,7,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar22_page_043_table_00_kpis.json
Segment profit or loss (operating result),Passenger Cars and Light Commercial Vehicles,Worldwide,17153,2022,€ million,1,1,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar22_page_043_table_00_kpis.json
Segment profit or loss (operating result),Commercial Vehicles,Worldwide,1588,2022,€ million,1,2,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar22_page_043_table_00_kpis.json
Segment profit or loss (operating result),Power Engineering,Worldwide,281,2022,€ million,1,3,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar22_page_043_table_00_kpis.json
Segment profit or loss (operating result),Financial Services,Worldwide,5656,2022,€ million,1,4,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar22_page_043_table_00_kpis.json
Segment profit or loss (operating result),Total segments,Worldwide,24677,2022,€ million,1,5,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar22_page_043_table_00_kpis.json
Segment profit or loss (operating result),Reconciliation,Worldwide,-2553,2022,€ million,1,6,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar22_page_043_table_00_kpis.json
Segment profit or loss (operating result),Volkswagen Group,Worldwide,22124,2022,€ million,1,7,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar22_page_043_table_00_kpis.json
Segment profit or loss as a percentage of sales revenue,Passenger Cars and Light Commercial Vehicles,Worldwide,8.2,2022,%,2,1,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar22_page_043_table_00_kpis.json
Segment profit or loss as a percentage of sales revenue,Commercial Vehicles,Worldwide,4.0,2022,%,2,2,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar22_page_043_table_00_kpis.json
Segment profit or loss as a percentage of sales revenue,Power Engineering,Worldwide,7.9,2022,%,2,3,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar22_page_043_table_00_kpis.json
Segment profit or loss as a percentage of sales revenue,Financial Services,Worldwide,12.1,2022,%,2,4,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar22_page_043_table_00_kpis.json
Segment profit or loss as a percentage of sales revenue,Volkswagen Group,Worldwide,7.9,2022,%,2,7,Qwen2.5-VL-72B-Instruct,table_00.png,divisions-vw-ar23/gmr-management-report-vw-ar22_page_043_table_00_kpis.json
